,BranchCode,LoanTerm,Gender,HomeType,FamilyMember,TotalWealth,PrincipalLoan,Frequency,PurposeCode,Self_Employed,DFS_Status,Deposit,Withdrawal,Balance,duedays,DueType,LoanStatus,Unnamed: 17,Unnamed: 18,Unnamed: 19
64,80,1,0,2,3,55,120000,0,10.154,2,0,20625,0,21607,150,3,0,,,
65,80,1,0,2,3,55,50000,2,9.186,2,0,20625,0,21607,150,3,0,,,
66,80,1,0,2,3,33,500000,0,5.152,2,1,26125,0,26829,210,1,0,,,
67,80,1,1,0,3,33,500000,0,10.77,3,0,36400,0,38421,120,3,0,,,
68,80,1,0,2,4,21,60000,0,5.83,2,1,10335,760,10041,180,3,0,,,
69,80,1,0,2,4,21,100000,0,10.33,2,1,10335,760,10041,180,3,0,,,
70,80,1,0,3,3,46,200000,0,5.197,2,1,28300,0,29967,270,1,0,,,
71,80,1,0,3,3,46,100000,2,1.197,2,1,28300,0,29967,270,1,0,,,
72,80,1,1,0,4,32,200000,0,1.152,3,0,9065,8973,553,300,1,0,,,
73,80,2,1,0,4,32,400000,0,5.152,3,0,9065,8973,553,300,1,0,,,
74,80,1,0,3,2,1,50000,2,1.1,2,0,22315,10000,12605,91,3,0,,,
75,80,2,0,3,2,1,100000,2,1.77,2,0,22315,10000,12605,91,3,0,,,
76,80,1,1,0,6,1,300000,0,1.197,1,1,36635,26649,10020,797,0,0,,,
77,80,1,0,0,3,16,400000,0,5.152,2,0,33651,28462,5791,30,4,0,,,
78,80,2,0,0,3,16,400000,0,5.16,2,0,33651,28462,5791,30,4,0,,,
79,80,1,1,0,3,62,400000,0,1.18,2,0,3800,3825,20,490,0,0,,,
80,80,1,0,0,3,23,500000,0,5.29,2,1,51425,0,52622,120,3,0,,,
81,80,2,0,0,3,23,500000,0,10.77,2,1,51425,0,52622,120,3,0,,,
82,80,1,0,3,3,1,40000,2,1.197,2,1,73645,4000,72806,315,1,0,,,
83,80,2,0,3,3,1,50000,2,1.52,2,1,73645,4000,72806,315,1,0,,,
84,80,1,0,3,4,1,100000,0,1.156,2,1,14700,0,15428,30,4,0,,,
85,80,1,0,3,4,1,100000,0,10.177,2,1,14700,0,15428,30,4,0,,,
86,80,1,0,0,5,60,500000,0,5.152,2,0,24445,0,24856,30,4,0,,,
87,80,1,0,0,5,60,500000,0,10.63,2,0,24445,0,24856,30,4,0,,,
88,80,1,0,2,3,46,30000,2,1.1,2,1,575,564,20,427,0,0,,,
89,80,1,0,3,3,46,30000,2,1.197,2,1,11875,3250,9106,217,1,0,,,
90,80,2,0,3,3,46,50000,2,1.77,2,1,11875,3250,9106,217,1,0,,,
91,80,1,0,2,3,32,50000,2,1.152,2,1,8675,6392,2419,14,4,0,,,
92,80,1,0,2,3,32,100000,0,5.152,2,1,8675,6392,2419,14,4,0,,,
93,80,2,0,3,3,32,40000,2,1.153,2,1,295795,188000,113000,231,1,0,,,
94,80,1,0,3,3,32,20000,2,1.153,2,1,295795,188000,113000,231,1,0,,,
95,80,1,0,3,3,32,100000,0,10.158,2,1,27480,0,27761,30,4,0,,,
96,80,1,0,3,4,60,50000,2,1.77,2,1,9405,1000,8499,210,1,0,,,
97,80,2,0,3,4,60,100000,2,1.77,2,1,9405,1000,8499,210,1,0,,,
98,80,1,0,0,3,10,30000,2,10.158,2,1,47785,37000,11215,42,3,0,,,
99,80,2,0,0,3,10,30000,2,10.158,2,1,47785,37000,11215,42,3,0,,,
100,80,1,0,2,3,39,100000,2,10.77,2,1,7965,2500,5676,28,4,0,,,
101,80,1,0,2,3,39,20000,2,1.133,2,1,7965,2500,5676,28,4,0,,,
102,80,1,0,0,3,26,150000,0,5.85,2,1,15200,0,15679,60,3,0,,,
103,80,1,0,2,3,1,200000,0,5.152,2,1,33065,11000,23092,30,4,0,,,
104,80,1,0,2,3,32,30000,2,1.82,2,1,4656,2000,2750,7,4,0,,,
105,80,2,0,2,3,32,50000,2,1.156,2,1,4656,2000,2750,7,4,0,,,
106,80,2,0,0,3,0,80000,2,1.141,2,1,9935,5998,4070,14,4,0,,,
107,80,1,0,0,3,0,60000,2,1.1,2,1,9935,5998,4070,14,4,0,,,
108,80,2,0,2,3,15,200000,0,1.5,2,0,6735,3425,3396,30,4,0,,,
109,80,1,0,2,3,15,50000,2,1.5,2,0,6735,3425,3396,30,4,0,,,
110,80,1,0,3,4,1,40000,2,10.63,2,1,8305,0,8428,168,3,0,,,
111,80,2,0,3,4,1,70000,2,10.63,2,1,8305,0,8428,168,3,0,,,
112,80,1,0,3,3,1,50000,0,5.152,2,1,7865,0,8094,30,4,0,,,
113,80,1,0,3,3,1,50000,0,1.83,2,1,7865,0,8094,30,4,0,,,
114,80,1,0,3,3,1,20000,2,1.5,2,1,6205,4500,1846,91,3,0,,,
115,80,2,0,3,3,1,20000,2,1.5,2,1,6205,4500,1846,91,3,0,,,
116,80,1,0,3,3,10,50000,2,1.29,2,1,22900,14500,8731,30,4,0,,,
117,80,2,0,3,3,10,100000,0,1.29,2,1,22900,14500,8731,30,4,0,,,
118,80,1,0,1,3,47,300000,0,5.152,2,0,13535,0,13738,390,0,0,,,
119,80,1,0,3,3,32,20000,2,1.5,2,0,1135,0,1149,70,3,0,,,
120,80,1,0,3,3,1,200000,0,1.152,2,1,10455,0,10731,30,4,0,,,
121,80,1,1,0,3,33,500000,0,10.54,1,0,49426,0,50969,330,1,0,,,
122,80,1,0,0,3,33,500000,0,5.152,2,0,38000,0,38719,150,3,0,,,
123,80,2,0,0,3,1,70000,2,1.197,2,1,11695,11684,124,161,3,0,,,
124,80,1,0,0,3,1,30000,2,1.197,2,1,11695,11684,124,161,3,0,,,
125,80,1,0,2,3,46,200000,0,1.152,2,0,18400,0,18750,30,4,0,,,
126,80,1,1,0,3,5,200000,0,5.152,1,0,18215,0,18558,240,1,0,,,
127,80,1,0,1,3,1,50000,2,10.33,2,1,5035,897,4138,463,0,0,,,
128,80,1,0,3,3,60,300000,0,5.152,2,0,9318,8000,1416,210,1,0,,,
129,80,1,0,0,3,58,200000,0,5.152,2,0,21205,0,21466,120,3,0,,,
130,80,1,0,0,3,60,150000,0,5.152,2,0,3150,0,3218,240,1,0,,,
131,80,1,0,3,3,1,60000,2,1.152,2,1,11105,0,11251,60,3,0,,,
132,80,2,0,3,3,1,100000,0,1.205,2,1,11105,0,11251,60,3,0,,,
133,80,1,1,0,3,19,300000,2,1.163,1,1,12365,4000,8508,42,3,0,,,
134,80,1,1,0,3,19,300000,2,5.163,1,1,12365,4000,8508,42,3,0,,,
135,80,1,1,0,3,39,200000,0,5.156,1,0,8535,0,8669,180,3,0,,,
136,80,1,0,0,3,39,100000,0,1.77,2,0,9615,0,9730,300,1,0,,,
137,80,1,1,0,3,19,350000,0,5.152,2,0,7215,0,7289,60,3,0,,,
138,80,1,1,0,3,1,100000,0,5.152,3,1,7770,0,7867,300,1,0,,,
139,80,1,0,3,3,60,200000,0,10.164,2,0,11165,0,11275,120,3,0,,,
140,80,1,1,0,3,21,250000,0,5.197,1,1,25335,0,25595,120,3,0,,,
141,80,1,1,0,3,1,500000,0,5.156,1,0,22000,0,22257,120,3,0,,,
142,80,1,1,0,3,1,200000,0,5.152,3,0,9665,0,9735,60,3,0,,,
143,80,1,0,3,3,46,25000,2,10.65,2,1,14680,0,14858,84,3,0,,,
144,80,1,0,3,3,21,500000,0,10.63,2,1,36000,0,36340,30,4,0,,,
145,80,1,0,2,3,32,100000,0,1.152,2,0,16235,0,16405,120,3,0,,,
146,80,1,0,3,3,1,150000,0,5.152,2,0,17815,0,18054,90,3,0,,,
147,80,1,0,3,3,32,50000,2,1.1,2,1,3365,0,3394,735,0,0,,,
148,80,1,0,0,3,55,200000,0,1.5,2,0,17402,0,17525,30,4,0,,,
149,80,1,1,0,3,7,300000,0,5.16,1,0,20265,0,20425,30,4,0,,,
150,80,1,1,0,3,19,300000,0,5.152,1,0,33300,0,33559,90,3,0,,,
151,80,1,1,3,3,1,400000,0,10.63,1,0,7665,0,7746,180,3,0,,,
152,80,1,0,3,3,21,100000,2,10.143,2,0,92900,20000,73947,168,3,0,,,
153,80,1,0,3,3,21,200000,0,1.77,2,1,14000,0,14171,90,3,0,,,
154,80,1,0,0,3,1,300000,0,5.152,2,0,18165,0,18353,30,4,0,,,
155,80,1,0,3,3,32,50000,2,1.156,2,1,715,695,20,470,0,0,,,
156,80,1,0,3,3,1,150000,0,1.152,2,0,13265,0,13426,90,3,0,,,
157,80,1,0,0,3,21,30000,2,1.139,2,1,3575,0,3604,7,4,0,,,
158,80,1,0,3,3,32,200000,0,1.197,2,0,18965,0,19138,30,4,0,,,
159,80,1,0,3,3,46,40000,2,1.66,2,1,3885,0,3915,7,4,0,,,
160,80,1,0,0,3,1,200000,0,1.16,2,0,13265,0,13361,60,3,0,,,
161,80,1,0,3,3,55,150000,0,1.21,2,0,9875,0,9937,90,3,0,,,
162,80,1,0,3,3,39,400000,0,5.152,2,0,14205,0,14274,120,3,0,,,
163,80,1,0,0,3,1,200000,0,1.5,2,1,28965,9000,20102,120,3,0,,,
164,80,1,0,3,3,32,100000,0,1.5,2,0,8885,0,8917,30,4,0,,,
165,80,1,0,3,3,1,50000,2,1.197,2,1,3935,0,3959,7,4,0,,,
166,80,1,0,0,3,21,250000,0,5.152,2,0,13365,0,13457,150,3,0,,,
167,80,1,0,3,3,1,200000,0,1.5,2,0,8345,0,8392,60,3,0,,,
168,80,1,0,3,3,47,200000,0,5.15,1,0,5900,0,5949,360,1,0,,,
169,80,1,0,3,3,1,200000,0,1.77,2,1,14500,0,14588,90,3,0,,,
170,80,1,0,3,3,58,50000,2,1.5,2,1,3565,0,3581,630,0,0,,,
171,80,1,0,3,3,7,200000,0,1.156,2,1,10065,0,10134,180,3,0,,,
172,80,1,0,0,3,1,200000,0,5.152,2,0,3085,0,3099,60,3,0,,,
173,80,1,0,3,3,7,200000,0,1.5,2,1,8105,0,8141,240,1,0,,,
174,80,1,0,0,3,1,150000,0,5.152,2,0,14815,0,14903,60,3,0,,,
175,80,1,0,0,3,10,30000,2,1.152,2,0,4575,3500,1115,357,1,0,,,
176,80,1,0,3,3,21,100000,0,1.77,2,0,6965,0,7012,210,1,0,,,
177,80,1,0,3,3,21,200000,0,1.5,2,0,5405,0,5462,180,3,0,,,
178,80,1,0,0,3,1,200000,0,1.152,2,0,9055,0,9113,120,3,0,,,
179,80,1,0,3,3,1,200000,0,1.5,2,0,15495,0,15602,90,3,0,,,
180,80,1,0,3,3,39,50000,2,1.156,2,1,3915,0,3928,7,4,0,,,
181,80,1,0,2,3,21,50000,2,1.77,2,1,7295,0,7321,7,4,0,,,
182,80,1,0,0,3,21,200000,0,10.63,2,0,6145,0,6174,90,3,0,,,
183,80,1,0,3,3,45,200000,0,10.63,2,0,16745,0,16804,120,3,0,,,
184,80,1,1,0,3,21,400000,0,5.152,1,1,12600,0,12667,30,4,0,,,
185,80,1,1,0,3,21,300000,0,5.152,1,0,14315,0,14383,60,3,0,,,
186,80,1,0,3,3,58,150000,0,10.63,2,0,19195,0,19283,30,4,0,,,
187,80,1,1,0,3,21,500000,0,5.152,1,1,19000,0,19132,150,3,0,,,
188,80,1,0,0,3,46,500000,0,10.56,2,1,2840,0,2854,60,3,0,,,
189,80,1,0,0,3,21,200000,0,1.197,2,1,8260,0,8287,240,1,0,,,
190,80,1,1,0,3,21,200000,0,5.152,1,0,5765,0,5783,210,1,0,,,
191,80,1,0,0,3,21,200000,0,10.63,2,0,6145,0,6174,60,3,0,,,
192,80,1,0,0,4,31,500000,0,5.152,3,0,10065,0,10104,90,3,0,,,
193,80,1,0,3,3,21,50000,2,1.77,2,1,2210,1250,968,7,4,0,,,
194,80,1,0,3,3,21,100000,0,10.101,2,1,8005,0,8028,30,4,0,,,
195,80,1,1,0,3,1,110000,0,5.152,3,0,5445,0,5461,180,3,0,,,
196,80,1,0,0,3,21,100000,0,1.29,2,1,7565,0,7597,60,3,0,,,
197,80,1,0,2,3,21,40000,2,1.152,2,0,8265,0,8275,315,1,0,,,
198,80,1,0,3,3,39,200000,0,1.16,2,0,4475,0,4477,30,4,0,,,
199,80,1,0,3,3,1,80000,2,1.1,2,1,2525,0,2532,7,4,0,,,
200,80,1,0,0,3,15,300000,0,5.152,2,0,6945,0,6956,30,4,0,,,
201,80,1,0,3,3,46,100000,0,10.54,2,1,4514,0,4519,60,3,0,,,
202,80,1,0,0,3,47,50000,2,1.152,2,1,2725,0,2727,7,4,0,,,
203,80,1,0,0,3,39,100000,0,1.5,2,0,4945,0,4945,60,3,0,,,
204,80,1,0,3,3,1,200000,0,1.5,2,0,7900,0,7908,30,4,0,,,
205,80,1,1,0,3,21,500000,0,5.152,1,1,22235,0,22254,120,3,0,,,
206,80,1,1,0,3,21,300000,0,5.156,1,1,20393,0,20396,90,3,0,,,
207,80,1,0,1,3,21,50000,2,1.156,2,1,2565,0,2566,252,1,0,,,
208,80,1,1,0,3,21,400000,0,5.152,1,0,12465,0,12481,90,3,0,,,
209,80,1,1,2,3,21,400000,0,5.16,1,0,19265,0,19282,30,4,0,,,
210,80,1,0,3,3,62,100000,0,10.211,2,1,4900,0,4902,90,3,0,,,
211,80,1,0,0,3,7,40000,2,1.197,2,0,14005,0,14011,7,4,0,,,
212,80,1,1,0,3,21,250000,0,10.201,1,0,3845,0,3845,90,3,0,,,
213,80,1,0,0,3,21,60000,2,1.5,2,0,3475,0,3475,70,3,0,,,
214,80,1,0,3,3,21,40000,2,1.197,2,1,1565,0,1566,14,4,0,,,
215,80,1,0,0,3,21,30000,2,10.33,2,1,2725,0,2727,7,4,0,,,
216,80,1,0,3,3,21,100000,0,10.211,2,0,8400,0,8401,30,4,0,,,
217,80,1,0,3,3,21,200000,0,1.16,2,0,9905,0,9907,60,3,0,,,
218,80,1,0,0,3,21,200000,0,1.5,2,0,11875,0,11875,30,4,0,,,
219,80,1,0,0,3,46,100000,0,1.197,2,0,3805,0,3805,90,3,0,,,
220,80,1,0,3,3,1,200000,0,10.77,2,1,10265,0,10265,30,4,0,,,
221,80,1,0,0,5,51,150000,0,10.63,2,0,3065,0,3065,60,3,0,,,
222,80,1,0,0,3,21,100000,0,1.5,2,0,3065,0,3065,30,4,0,,,
223,80,1,1,3,3,21,400000,2,5.152,1,0,10315,0,10315,7,4,0,,,
224,80,1,0,0,3,21,100000,0,10.211,2,1,5190,0,5190,60,3,0,,,
225,80,1,0,0,3,21,100000,0,1.5,2,1,3865,0,3865,60,3,0,,,
226,80,1,0,0,3,21,300000,0,10.96,2,1,8525,0,8525,30,4,0,,,
227,80,1,0,2,3,21,50000,2,1.139,2,0,13265,10000,3265,189,1,0,,,
228,80,1,0,0,3,21,50000,2,1.5,2,1,965,0,965,245,1,0,,,
229,80,1,0,3,3,21,30000,2,1.77,2,1,6165,0,6165,210,1,0,,,
230,80,1,0,3,3,21,100000,2,10.201,2,0,4505,0,4505,168,3,0,,,
231,80,1,0,0,3,21,80000,2,1.77,2,1,2115,0,2115,7,4,0,,,
232,80,1,0,0,3,21,50000,2,1.156,2,1,1425,0,1425,7,4,0,,,
233,80,1,0,3,3,21,100000,2,1.1,2,1,2565,0,2565,7,4,0,,,
234,80,1,0,2,3,21,50000,2,1.1,2,1,2115,0,2115,42,3,0,,,
235,80,10,0,3,3,21,40000,2,1.197,2,1,0,0,0,0,2,0,,,
236,80,7,0,3,3,21,60000,2,10.164,2,1,0,0,0,0,2,0,,,
237,80,1,0,3,3,21,60000,2,9.186,2,1,0,0,0,0,2,0,,,
238,80,13,0,3,3,21,60000,2,1.152,2,1,0,0,0,0,2,0,,,
239,80,6,0,0,9,21,300000,0,5.152,2,0,0,0,0,90,3,0,,,
240,80,11,0,3,3,21,30000,2,1.156,2,1,0,0,0,0,2,0,,,
241,80,10,0,3,3,21,20000,2,1.156,2,1,0,0,0,0,2,0,,,
242,80,4,0,0,3,21,100000,2,1.152,2,1,14000,0,14668,60,3,0,,,
243,80,3,0,0,3,21,200000,0,5.152,2,1,14000,0,14668,60,3,0,,,
244,80,10,0,3,3,21,50000,2,1.98,2,1,0,0,0,0,2,0,,,
245,80,11,0,3,3,21,40000,2,1.64,2,1,0,0,0,0,2,0,,,
246,80,1,0,0,3,21,200000,0,10.54,2,1,500,0,500,60,3,0,,,
247,80,8,0,3,3,21,100000,0,1.5,2,1,0,0,0,30,4,0,,,
248,80,7,0,3,3,21,200000,0,1.152,2,1,0,0,0,30,4,0,,,
249,80,13,0,3,2,21,100000,0,1.152,2,1,0,0,0,0,2,0,,,
250,80,1,0,3,3,21,20000,2,9.186,2,1,0,0,0,0,2,0,,,
251,80,1,0,3,3,21,40000,2,1.5,2,1,0,0,0,0,2,0,,,
252,80,6,0,1,2,21,100000,2,1.62,2,1,0,0,0,0,2,0,,,
253,80,5,0,1,2,21,60000,2,1.152,2,1,0,0,0,0,2,0,,,
254,80,1,0,1,2,21,20000,2,9.88,2,1,0,0,0,0,2,0,,,
255,80,7,0,1,2,21,100000,2,1.202,2,1,0,0,0,0,2,0,,,
256,80,1,0,3,3,21,100000,2,10.211,2,1,0,0,0,0,2,0,,,
257,80,2,0,3,3,21,100000,2,10.211,2,1,0,0,0,0,2,0,,,
258,80,5,0,3,3,21,200000,2,1.5,2,1,0,0,0,0,2,0,,,
259,80,1,0,0,2,33,120000,2,5.21,2,1,0,0,0,0,2,0,,,
260,80,9,0,0,2,33,100000,2,1.21,2,1,0,0,0,0,2,0,,,
261,80,1,0,3,3,1,25000,2,9.186,2,1,0,0,0,0,2,0,,,
262,80,1,0,3,3,1,75000,2,10.211,2,1,0,0,0,0,2,0,,,
263,80,11,0,3,3,21,60000,2,1.62,2,1,0,0,0,0,2,0,,,
264,80,12,0,3,3,21,50000,2,1.202,2,1,0,0,0,0,2,0,,,
265,80,9,0,3,2,21,45000,2,1.15,2,1,0,0,0,0,2,0,,,
266,80,10,0,3,2,21,50000,2,1.193,2,1,0,0,0,0,2,0,,,
267,80,1,0,0,2,21,50000,2,1.193,2,1,0,0,0,0,2,0,,,
268,80,10,0,3,2,21,50000,2,1.5,2,1,0,0,0,0,2,0,,,
269,80,2,0,3,2,21,75000,2,10.33,2,1,0,0,0,0,2,0,,,
270,80,9,0,2,2,21,45000,2,1.194,2,1,0,0,0,0,2,0,,,
271,80,1,0,2,2,21,50000,2,9.218,2,1,0,0,0,0,2,0,,,
272,80,13,0,2,2,21,75000,2,1.202,2,1,0,0,0,0,2,0,,,
273,80,3,0,2,2,21,100000,2,10.79,2,1,0,0,0,0,2,0,,,
274,80,12,0,2,2,21,100000,2,1.202,2,1,0,0,0,0,2,0,,,
275,80,5,0,2,3,21,100000,2,1.5,2,1,0,0,0,0,2,0,,,
276,80,3,0,0,3,21,150000,0,1.82,2,1,3000,0,3000,30,4,0,,,
277,80,4,0,0,3,21,200000,0,5.82,2,1,3000,0,3000,30,4,0,,,
278,80,4,0,0,3,21,300000,0,10.158,2,1,3000,0,3000,30,4,0,,,
279,80,2,0,3,3,21,200000,0,1.152,2,0,0,0,0,30,4,0,,,
280,80,3,0,3,3,21,300000,0,5.152,2,0,0,0,0,30,4,0,,,
281,80,2,0,2,3,21,200000,0,5.152,2,0,0,0,0,0,2,0,,,
282,80,8,0,2,3,21,100000,2,1.5,2,1,0,0,0,0,2,0,,,
283,80,7,0,2,3,21,50000,2,1.152,2,1,0,0,0,0,2,0,,,
284,80,6,0,2,3,21,200000,0,1.152,2,0,0,0,0,120,3,0,,,
285,80,10,0,2,3,21,15000,2,1.169,2,1,0,0,0,0,2,0,,,
286,80,9,0,2,3,21,20000,2,1.21,2,1,0,0,0,0,2,0,,,
287,80,10,0,2,3,21,40000,2,1.66,2,1,0,0,0,0,2,0,,,
288,80,8,0,1,3,1,60000,2,1.152,2,1,0,0,0,0,2,0,,,
289,80,9,0,1,3,1,100000,2,1.29,2,1,0,0,0,0,2,0,,,
290,80,2,0,2,3,1,50000,2,1.5,2,1,0,0,0,0,2,0,,,
291,80,1,0,2,3,21,40000,2,9.217,2,1,0,0,0,0,2,0,,,
292,80,3,0,2,3,21,40000,2,1.1,2,1,0,0,0,0,2,0,,,
293,80,9,0,0,2,21,70000,2,1.133,2,0,0,0,0,0,2,0,,,
294,80,10,0,0,2,21,100000,2,1.133,2,0,0,0,0,0,2,0,,,
295,80,11,0,0,2,21,100000,2,1.133,2,0,0,0,0,0,2,0,,,
296,80,1,0,3,5,21,50000,0,1.152,2,1,5900,0,6198,30,4,0,,,
297,80,1,0,3,5,21,50000,0,1.152,2,1,5900,0,6198,30,4,0,,,
298,80,7,0,3,3,21,60000,2,1.1,2,1,0,0,0,0,2,0,,,
299,80,6,0,3,3,21,70000,2,1.152,2,1,0,0,0,0,2,0,,,
300,80,8,0,3,3,21,25000,2,1.98,2,1,0,0,0,0,2,0,,,
301,80,9,0,3,3,21,10000,2,1.83,2,1,0,0,0,0,2,0,,,
302,80,1,0,2,3,21,100000,2,10.27,2,1,0,0,0,0,2,0,,,
303,80,2,0,2,3,21,100000,2,10.77,2,1,0,0,0,0,2,0,,,
304,80,4,0,2,3,21,60000,2,1.29,2,1,0,0,0,0,2,0,,,
305,80,5,0,2,3,21,75000,2,1.163,2,1,0,0,0,0,2,0,,,
306,80,11,0,3,3,21,60000,2,1.98,2,1,0,0,0,0,2,0,,,
307,80,12,0,3,3,21,60000,2,1.64,2,1,0,0,0,0,2,0,,,
308,80,13,0,3,3,21,50000,2,1.29,2,1,0,0,0,0,2,0,,,
309,80,5,0,3,3,21,60000,2,10.63,2,1,3000,0,3000,63,3,0,,,
310,80,1,0,3,3,21,100000,2,5.197,2,1,3000,0,3000,63,3,0,,,
311,80,6,0,3,3,21,20000,2,10.63,2,1,3000,0,3000,63,3,0,,,
312,80,11,0,2,3,21,100000,2,1.156,2,1,0,0,0,0,2,0,,,
313,80,9,0,2,3,21,60000,2,1.52,2,1,0,0,0,0,2,0,,,
314,80,10,0,2,3,21,70000,2,1.156,2,1,0,0,0,0,2,0,,,
315,80,2,0,0,4,6,200000,0,5.152,2,1,0,0,0,30,4,0,,,
316,80,3,0,0,4,6,100000,0,5.152,2,1,0,0,0,30,4,0,,,
